TXT,67.6,15:46:58
TXT,67.6,15:46:58
TXT,67.6,15:46:58
TXT,67.605,15:46:58
TXT,67.6,15:46:58
TXT,67.6,15:46:58
TXT,67.6,15:46:58
TXT,67.6,15:46:58
TXT,67.605,15:46:58
TXT,67.6,15:46:58
TXT,67.6,15:46:58
TXT,67.6,15:46:58
TXT,67.595,15:46:58
TXT,67.6,15:46:58
TXT,67.605,15:46:58
TXT,67.595,15:47:02
TXT,67.595,15:47:04
TXT,67.6,15:47:11
TXT,67.6,15:47:11
TXT,67.6,15:47:11
TXT,67.595,15:47:11
TXT,67.6,15:47:11
TXT,67.6,15:47:11
TXT,67.6,15:47:11
TXT,67.6,15:47:11
TXT,67.6,15:47:11
TXT,67.6,15:47:11
TXT,67.6,15:47:11
TXT,67.61,15:47:11
TXT,67.61,15:47:11
